Serial Number,Common Name (India Checklist),Scientific Name (India Checklist),IUCN Status,WLPA Schedule,Analysed Long-term,Analysed Current,Long-term Trend (%),Long-term Trend CI (%),Current Annual Change (%),Current Annual Change CI (%),"Distribution Range Size (units of 10,000 sq. km.)","Distribution Range Size CI (units of 10,000 sq. km.)",Long Term Status,Current Status,Distribution Status,Status of Conservation Concern,Assessed Primarily Based On,Migratory Status
256,Legge's Hawk-Eagle,Nisaetus kelaarti,Least Concern,Schedule-I,,,NA,NA,NA,NA,7.0337434,0.067,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
257,Rufous-bellied Eagle,Lophotriorchis kienerii,Near Threatened,Schedule-I,X,X,-38.42287462,32.88492728,-9.12975889,6.078788046,20.2021102,0.0811,Uncertain,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
258,Black Eagle,Ictinaetus malaiensis,Least Concern,Schedule-I,X,X,-34.77155762,18.42239434,-5.389533661,3.873511517,53.2606119,0.0769,Stable,Moderate Decline,Large,Low,Trends & Range Size,Resident
259,Indian Spotted Eagle,Clanga hastata,Vulnerable,Schedule-I,X,X,12.89562981,41.42374891,-5.339640052,4.787950692,62.6703614,0.1169,Uncertain,Uncertain,Large,Moderate,Trends & Range Size,Resident
260,Greater Spotted Eagle,Clanga clanga,Vulnerable,Schedule-I,X,X,33.31541375,72.53401605,-4.154125314,7.495376155,36.7702154,0.0763,Uncertain,Uncertain,Large,Moderate,Trends & Range Size,Migratory-Long-Distance
261,Booted Eagle,Hieraaetus pennatus,Least Concern,Schedule-I,X,X,9.099565618,67.95930477,-4.980420631,9.2660437,73.8225536,0.1197,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
262,Tawny Eagle,Aquila rapax,Vulnerable,Schedule-I,X,X,-75.2376283,10.15804839,-13.02718645,4.507116842,39.7137026,0.0924,Strong Decline,Strong Decline,Large,High,Trends,Resident
263,Steppe Eagle,Aquila nipalensis,Endangered,Schedule-I,X,X,-17.93073731,45.19064596,-7.288500283,7.525436475,33.4531473,0.0692,Uncertain,Uncertain,Large,High,Range Size & IUCN Status,Migratory-Long-Distance
264,Eastern Imperial Eagle,Aquila heliaca,Vulnerable,Schedule-I,,X,NA,NA,-0.228110326,16.73442253,8.7487015,0.0764,Data Deficient,Uncertain,Moderate,Moderate,Trends & Range Size,Migratory-Long-Distance
265,Golden Eagle,Aquila chrysaetos,Least Concern,Schedule-I,,X,NA,NA,-13.57433927,9.643915034,14.7949041,0.0984,Data Deficient,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
266,Bonelli's Eagle,Aquila fasciata,Least Concern,Schedule-I,X,X,8.297878192,33.13091486,-2.276499875,4.723743208,81.3053992,0.1159,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
267,White-eyed Buzzard,Butastur teesa,Least Concern,Schedule-I,X,X,-13.23041192,22.27572119,-9.249643576,3.063148923,25.0421073,0.0849,Stable,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
268,Western Marsh Harrier,Circus aeruginosus,Least Concern,Schedule-I,X,X,-40.9005392,20.69352449,-5.724537774,5.121084485,83.3618926,0.0846,Stable,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
269,Pallid Harrier,Circus macrourus,Near Threatened,Schedule-I,X,X,-77.31788692,27.53996613,-9.047079881,16.35620503,34.4591089,0.0752,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Migratory-Long-Distance
270,Montagu's Harrier,Circus pygargus,Least Concern,Schedule-I,X,X,-63.15940041,24.10009853,-5.688342318,9.925466903,36.187155,0.0754,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Migratory-Long-Distance
271,Crested Goshawk,Accipiter trivirgatus,Least Concern,Schedule-I,X,X,-27.35585604,33.5932771,-3.299544417,7.198511259,27.5046184,0.0702,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
272,Shikra,Accipiter badius,Least Concern,Schedule-I,X,X,16.87579495,14.15333705,-1.431080992,1.742987088,199.115988,0.1056,Stable,Stable,Very Large,Low,Trends & Range Size,Resident
273,Nicobar Sparrowhawk,Accipiter butleri,Vulnerable,Schedule-I,,,NA,NA,NA,NA,0.0362,0,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
274,Besra,Accipiter virgatus,Least Concern,Schedule-I,,,NA,NA,NA,NA,12.8903,0,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
275,Eurasian Sparrowhawk,Accipiter nisus,Least Concern,Schedule-I,X,X,-69.56762929,30.14678836,-7.242140777,13.52590297,5.7275056,0.1712,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
276,Black Kite,Milvus migrans,Least Concern,Schedule-I,X,X,6.697351208,14.98813224,-1.702474679,2.149477302,85.7356632,0.0714,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
277,Brahminy Kite,Haliastur indus,Least Concern,Schedule-I,X,X,-12.58078141,25.49133975,0.949423697,5.464278946,72.4636135,0.058,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
278,Pallas's Fish Eagle,Haliaeetus leucoryphus,Endangered,Schedule-I,X,X,-70.64670494,63.63466256,-4.046346607,34.36415769,0.3929218,0.0632,Uncertain,Uncertain,Very Restricted,High,Range Size,Resident
279,White-bellied Sea Eagle,Haliaeetus leucogaster,Least Concern,Schedule-I,X,X,-72.58759066,20.29117402,-5.892881365,10.98211047,10.4275665,0.0429,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
280,Lesser Fish Eagle,Icthyophaga humilis,Near Threatened,Schedule-I,,X,NA,NA,-7.869310516,7.672659004,8.4537101,0.0477,Data Deficient,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
281,Grey-headed Fish Eagle,Icthyophaga ichthyaetus,Near Threatened,Schedule-I,X,X,3.601649477,140.6732331,-4.955942185,20.99321619,12.5170362,0.0662,Uncertain,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
282,Common Buzzard,Buteo buteo,Least Concern,Schedule-I,,X,NA,NA,-9.023304139,9.671016071,12.9737997,0.0665,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
283,Himalayan Buzzard,Buteo refectus,Least Concern,Schedule-I,X,X,-49.55070776,41.30163491,3.191384859,16.56504351,22.3276638,0.0921,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
284,Long-legged Buzzard,Buteo rufinus,Least Concern,Schedule-I,X,X,-23.58337283,53.11674335,-5.242728262,11.05639698,19.4261537,0.0871,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
285,Dusky Eagle Owl,Bubo coromandus,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.2297294,0.0729,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
286,Brown Fish Owl,Ketupa zeylonensis,Least Concern,Schedule-IV,X,X,-39.4953121,19.06232054,-6.708571276,4.126891682,48.4442023,0.0922,Stable,Moderate Decline,Large,Low,Trends & Range Size,Resident
287,Collared Owlet,Glaucidium brodiei,Least Concern,Schedule-IV,X,X,39.32754803,96.0620439,-7.4732403,8.945473173,16.0760323,0.0813,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
288,Asian Barred Owlet,Glaucidium cuculoides,Least Concern,Schedule-IV,X,X,23.69927607,44.8938528,-1.728656993,5.289283949,25.4050583,0.0825,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
289,Jungle Owlet,Glaucidium radiatum,Least Concern,Schedule-IV,X,X,-9.383661488,25.57982395,0.845206755,4.98765485,61.2457453,0.0704,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
290,Forest Owlet,Heteroglaux blewitti,Endangered,Schedule-I,,,NA,NA,NA,NA,1.3860313,0.0566,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
291,Short-eared Owl,Asio flammeus,Least Concern,Schedule-IV,,X,NA,NA,-9.404707996,12.95095686,5.9010052,0.0561,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
292,Malabar Trogon,Harpactes fasciatus,Least Concern,Schedule-IV,X,X,-57.84255545,23.60269813,-7.198178315,7.539709631,12.4064015,0.0396,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
293,Red-headed Trogon,Harpactes erythrocephalus,Least Concern,Schedule-IV,,X,NA,NA,-2.091709269,36.29176226,6.2605139,0.0643,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
294,Ward's Trogon,Harpactes wardi,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,0.2277,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
295,Common Hoopoe,Upupa epops,Least Concern,Schedule-IV,X,X,-41.05028181,9.132532738,-2.064437068,2.538327595,60.2986278,0.0895,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
296,Great Hornbill,Buceros bicornis,Vulnerable,Schedule-I,X,X,-35.39455532,32.65566059,-7.424880556,6.744957744,16.0028477,0.0487,Uncertain,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
297,Austen's Brown Hornbill,Anorrhinus austeni,Near Threatened,Schedule-I,,,NA,NA,NA,NA,0.6750084,0.0522,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
298,Indian Grey Hornbill,Ocyceros birostris,Least Concern,Schedule-IV,X,X,40.40625153,30.43303013,-1.033878404,3.562835631,128.2349308,0.0754,Uncertain,Uncertain,Very Large,Low,Trends & Range Size,Resident
299,Malabar Grey Hornbill,Ocyceros griseus,Least Concern,Schedule-IV,X,X,-66.78326392,23.10397681,-3.341754152,10.71294904,13.2610021,0.0363,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
300,Malabar Pied Hornbill,Anthracoceros coronatus,Near Threatened,Schedule-I,X,X,3.789738203,66.27631986,-10.14947476,7.668264362,16.2263027,0.0454,Uncertain,Moderate Decline,Moderate,Moderate,Trends & Range Size,Resident
301,Oriental Pied Hornbill,Anthracoceros albirostris,Least Concern,Schedule-I,X,X,22.20825724,68.60082928,-0.06050898,9.686660288,13.5395232,0.057,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
302,Rufous-necked Hornbill,Aceros nipalensis,Vulnerable,Schedule-I,,X,NA,NA,12.05328694,26.42502461,2.5771953,0.0377,Data Deficient,Uncertain,Restricted,High,Range Size & IUCN Status,Resident
303,Wreathed Hornbill,Rhyticeros undulatus,Vulnerable,Schedule-I,,,NA,NA,NA,NA,2.9602816,0.0483,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
304,Narcondam Hornbill,Rhyticeros narcondami,Endangered,Schedule-I,,,NA,NA,NA,NA,9.00E-04,0,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
305,Common Kingfisher,Alcedo atthis,Least Concern,Schedule-IV,X,X,-18.82494164,10.88631526,-8.580589057,1.663875769,183.1182754,0.1177,Stable,Strong Decline,Very Large,Low,Trends & Range Size,Resident
306,Blue-eared Kingfisher,Alcedo meninting,Least Concern,Schedule-IV,,X,NA,NA,-6.78545383,12.01323994,12.4875463,0.0597,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
307,Oriental Dwarf Kingfisher,Ceyx erithaca,Least Concern,Schedule-IV,,X,NA,NA,17.71802679,63.29013395,2.5743137,0.0521,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
308,Stork-billed Kingfisher,Pelargopsis capensis,Least Concern,Schedule-IV,X,X,-8.833014022,32.42036734,-4.298681099,5.318195605,43.9132267,0.0648,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
309,White-throated Kingfisher,Halcyon smyrnensis,Least Concern,Schedule-IV,X,X,28.19945049,12.18926294,-2.72213848,1.34843915,217.4524156,0.0728,Stable,Moderate Decline,Very Large,Low,Trends & Range Size,Resident
310,Black-capped Kingfisher,Halcyon pileata,Least Concern,Schedule-IV,X,X,-85.04942037,11.44001209,-5.751066239,11.2357104,8.5182291,0.0453,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
311,Collared Kingfisher,Todiramphus chloris,Least Concern,Schedule-IV,,X,NA,NA,1.078873102,20.29938782,2.4319876,0.0385,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
312,Crested Kingfisher,Megaceryle lugubris,Least Concern,Schedule-IV,X,X,-16.83457035,42.93306609,-7.343443719,6.694933023,14.8821259,0.0767,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
313,Pied Kingfisher,Ceryle rudis,Least Concern,Schedule-IV,X,X,-43.87057888,9.732520454,-9.957804425,2.001759844,168.1603404,0.1076,Moderate Decline,Strong Decline,Very Large,Moderate,Trends & Range Size,Resident
314,Blue-bearded Bee-eater,Nyctyornis athertoni,Least Concern,Schedule-IV,X,X,6.208168665,41.71517027,-3.622123512,6.329342265,33.210556,0.0688,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
315,Green Bee-eater,Merops orientalis,Least Concern,Schedule-IV,X,X,-1.044448723,11.78598594,-3.281734266,1.73394492,203.8150039,0.0697,Stable,Moderate Decline,Very Large,Low,Trends & Range Size,Resident
316,Blue-cheeked Bee-eater,Merops persicus,Least Concern,Schedule-IV,,X,NA,NA,-9.07774711,10.3449227,17.0261635,0.1036,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
317,Blue-tailed Bee-eater,Merops philippinus,Least Concern,Schedule-IV,X,X,42.23280133,45.90749234,-2.625677105,5.001931656,32.7589663,0.0803,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
318,Chestnut-headed Bee-eater,Merops leschenaulti,Least Concern,Schedule-IV,X,X,-19.39933587,31.46802448,-3.820858904,6.105653932,16.5606139,0.0557,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
319,European Roller,Coracias garrulus,Least Concern,Schedule-IV,,X,NA,NA,4.469713738,16.7993913,29.0926785,0.094,Data Deficient,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
320,Indian Roller,Coracias benghalensis,Least Concern,Schedule-IV,X,X,-28.45428933,10.13656156,-6.414231469,1.924890527,207.0299764,0.0865,Stable,Strong Decline,Very Large,Low,Trends & Range Size,Resident
321,Dollarbird,Eurystomus orientalis,Least Concern,Schedule-IV,X,X,-5.986502079,69.24483887,-7.043130593,9.972007129,14.0731033,0.0484,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
322,Malabar Barbet,Psilopogon malabaricus,Least Concern,Schedule-IV,X,X,-62.16795927,24.05287825,-8.058461882,8.648847646,9.4047824,0.0285,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
323,Coppersmith Barbet,Psilopogon haemacephalus,Least Concern,Schedule-IV,X,X,4.22387091,15.51267498,3.135495535,2.845227814,173.5050956,0.0826,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
324,Blue-eared Barbet,Psilopogon duvaucelii,Least Concern,Schedule-IV,,X,NA,NA,3.107821759,35.5947809,11.3395071,0.1464,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
325,Great Barbet,Psilopogon virens,Least Concern,Schedule-IV,X,X,33.86266869,53.8885113,2.225722057,7.059983282,23.6447928,0.0521,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
326,Lineated Barbet,Psilopogon lineatus,Least Concern,Schedule-IV,X,X,-18.02373508,33.12086443,-2.601055413,6.386004053,21.277156,0.0812,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
327,Brown-headed Barbet,Psilopogon zeylanicus,Least Concern,Schedule-IV,X,X,22.58227126,34.41195215,1.449826732,4.924466173,79.6592962,0.0675,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
328,White-cheeked Barbet,Psilopogon viridis,Least Concern,Schedule-IV,X,X,12.2681351,60.99111496,3.749908814,10.68928402,26.7450526,0.0383,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
329,Golden-throated Barbet,Psilopogon franklinii,Least Concern,Schedule-IV,,X,NA,NA,-15.39197066,8.643439158,7.5979494,0.072,Data Deficient,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
330,Blue-throated Barbet,Psilopogon asiaticus,Least Concern,Schedule-IV,X,X,17.3194191,41.13823499,3.906237804,6.637213688,34.7905128,0.0528,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
331,Yellow-rumped Honeyguide,Indicator xanthonotus,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,2.1344391,0.0641,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
332,Eurasian Wryneck,Jynx torquilla,Least Concern,Schedule-IV,X,X,-43.45489863,97.28294025,0.544771333,29.89042529,33.4187735,0.1122,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
333,Speckled Piculet,Picumnus innominatus,Least Concern,Schedule-IV,X,X,-29.06963647,32.68403775,2.706118129,8.780384075,29.346036,0.077,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
334,White-browed Piculet,Sasia ochracea,Least Concern,Schedule-IV,,X,NA,NA,-5.331480439,32.06954784,9.1307017,0.1002,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
335,Heart-spotted Woodpecker,Hemicircus canente,Least Concern,Schedule-IV,X,X,-66.51954423,15.50575625,-10.68319617,5.59745888,13.0650464,0.0377,Strong Decline,Strong Decline,Moderate,High,Trends,Resident
336,Brown-capped Pygmy Woodpecker,Dendrocopos nanus,Least Concern,Schedule-IV,X,X,-59.49180613,11.20019348,-3.948852906,4.411957904,67.8942075,0.0906,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
337,Grey-capped Pygmy Woodpecker,Dendrocopos canicapillus,Least Concern,Schedule-IV,X,X,-30.04512664,33.68294397,-7.678938923,6.143850857,21.2473815,0.105,Uncertain,Moderate Decline,Moderate,Moderate,Trends & Range Size,Resident
338,Yellow-fronted Pied Woodpecker,Leiopicus mahrattensis,Least Concern,Schedule-IV,X,X,-72.09865937,7.611659223,-6.19090651,3.926039419,84.4647678,0.1082,Strong Decline,Moderate Decline,Large,High,Trends,Resident
339,Brown-fronted Pied Woodpecker,Dendrocopos auriceps,Least Concern,Schedule-IV,X,X,-24.13674524,43.76662298,-3.958800118,8.840048722,10.8489991,0.0569,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
340,Rufous-bellied Woodpecker,Dendrocopos hyperythrus,Least Concern,Schedule-IV,,X,NA,NA,2.066229076,25.01567727,6.0845652,0.0554,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
341,Fulvous-breasted Pied Woodpecker,Dendrocopos macei,Least Concern,Schedule-IV,X,X,26.26490684,49.57507555,-3.483618927,5.534690493,31.1787583,0.0921,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
342,Darjeeling Pied Woodpecker,Dendrocopos darjellensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.5521269,0.084,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
343,Himalayan Pied Woodpecker,Dendrocopos himalayensis,Least Concern,Schedule-IV,X,X,-33.81415518,49.56865199,-9.044237782,9.326814908,10.9933335,0.0568,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
344,Bay Woodpecker,Blythipicus pyrrhotis,Least Concern,Schedule-IV,,X,NA,NA,-1.295130549,40.1795006,8.0697563,0.1027,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
345,Greater Golden-backed Woodpecker,Chrysocolaptes guttacristatus,Least Concern,Schedule-IV,X,X,-40.24730447,17.67099638,1.830529549,5.421678077,42.3094499,0.0638,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
346,White-naped Woodpecker,Chrysocolaptes festivus,Least Concern,Schedule-IV,X,X,-39.81423108,23.45848032,-3.442508626,6.012652958,42.205939,0.1112,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
347,Rufous Woodpecker,Micropternus brachyurus,Least Concern,Schedule-IV,X,X,-42.11087507,18.18801014,-2.295460618,4.993493673,42.6791611,0.0765,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
348,Pale-headed Woodpecker,Gecinulus grantia,Least Concern,Schedule-IV,,,NA,NA,NA,NA,5.1596364,0.162,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
349,Himalayan Golden-backed Woodpecker,Dinopium shorii,Least Concern,Schedule-IV,X,X,-66.81962626,27.06574886,1.131575153,14.65216079,8.030183,0.0949,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
350,Common Golden-backed Woodpecker,Dinopium javanense,Least Concern,Schedule-IV,,,NA,NA,NA,NA,7.1736927,0.0593,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
351,Lesser Golden-backed Woodpecker,Dinopium benghalense,Least Concern,Schedule-IV,X,X,-12.88817005,14.56110161,4.623717174,3.249238187,129.0228849,0.082,Stable,Moderate Increase,Very Large,Low,Trends & Range Size,Resident
352,Lesser Yellow-naped Woodpecker,Picus chlorolophus,Least Concern,Schedule-IV,X,X,-17.55239079,27.56304407,2.350334949,5.881907276,37.2101378,0.0713,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
353,Streak-throated Woodpecker,Picus xanthopygaeus,Least Concern,Schedule-IV,X,X,29.08189506,56.47314094,-6.170526005,5.814103749,28.7923776,0.0663,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
354,Scaly-bellied Woodpecker,Picus squamatus,Least Concern,Schedule-IV,,X,NA,NA,-5.812784195,10.37662683,12.5802604,0.0552,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
355,Grey-headed Woodpecker,Picus canus,Least Concern,Schedule-IV,X,X,15.9589182,52.26477973,6.742747529,9.270391625,20.2810374,0.0611,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
356,Greater Yellow-naped Woodpecker,Chrysophlegma flavinucha,Least Concern,Schedule-IV,X,X,30.93724674,73.93175632,5.360032038,11.46690063,14.7875127,0.089,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
357,Great Slaty Woodpecker,Mulleripicus pulverulentus,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,3.2734738,0.0729,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
358,White-bellied Woodpecker,Dryocopus javensis,Least Concern,Schedule-IV,X,X,-55.57558469,26.61878282,-2.22708768,9.648008577,8.597704,0.0393,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
359,Andaman Woodpecker,Dryocopus hodgei,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.4983798,0.0058,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
360,Collared Falconet,Microhierax caerulescens,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.4623234,0.0527,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
361,Common Kestrel,Falco tinnunculus,Least Concern,Schedule-IV,X,X,-56.70325273,9.240564138,-12.89831001,2.276498045,19.2621438,0.0756,Moderate Decline,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
362,Red-necked Falcon,Falco chicquera,Near Threatened,Schedule-I,X,X,-64.58934214,12.97531627,-8.127361994,4.832669228,56.3194529,0.1376,Strong Decline,Strong Decline,Large,High,Trends,Resident
363,Amur Falcon,Falco amurensis,Least Concern,Schedule-IV,,X,NA,NA,-7.732161503,20.88379422,8.444595,0.0618,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
364,Eurasian Hobby,Falco subbuteo,Least Concern,Schedule-IV,,X,NA,NA,-1.833436675,54.62279801,4.7537997,0.2662,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Local
365,Laggar Falcon,Falco jugger,Near Threatened,Schedule-I,,X,NA,NA,7.316945678,37.68668542,15.4269267,0.0717,Data Deficient,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
366,Peregrine Falcon,Falco peregrinus,Least Concern,Schedule-I,X,X,-34.97001647,20.50587343,-3.601641746,4.760136232,17.6740698,0.1479,Stable,Uncertain,Moderate,Low,Trends & Range Size,Resident
367,Alexandrine Parakeet,Psittacula eupatria,Near Threatened,Schedule-IV,X,X,56.1628863,37.64549606,5.956293792,4.647587467,101.4961205,0.0817,Uncertain,Moderate Increase,Very Large,Low,Trends & Range Size,Resident
368,Rose-ringed Parakeet,Psittacula krameri,Least Concern,Schedule-IV,X,X,18.93748971,13.27672105,1.243935563,1.891776567,207.7106962,0.0705,Stable,Stable,Very Large,Low,Trends & Range Size,Resident
369,Slaty-headed Parakeet,Psittacula himalayana,Least Concern,Schedule-IV,X,X,10.37819049,77.7807431,8.020456477,15.45866215,11.2935814,0.0619,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
370,Plum-headed Parakeet,Psittacula cyanocephala,Least Concern,Schedule-IV,X,X,-30.53208817,14.32287325,-0.416864622,3.761865248,129.602715,0.0773,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
371,Malabar Parakeet,Psittacula columboides,Least Concern,Schedule-IV,X,X,-57.99442386,27.36691014,-5.416297935,9.609913019,13.1427753,0.0331,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
372,Red-breasted Parakeet,Psittacula alexandri,Near Threatened,Schedule-IV,X,X,18.41731344,84.42630515,-5.078910279,10.50433862,12.1292856,0.0517,Uncertain,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
373,Nicobar Parakeet,Psittacula caniceps,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,0.0953,0,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
374,Long-tailed Parakeet,Psittacula longicauda,Vulnerable,Schedule-IV,,X,NA,NA,14.59217371,13.44410302,0.6035661,0.0063,Data Deficient,Moderate Increase,Restricted,Low,Trends & Range Size,Resident
375,Vernal Hanging Parrot,Loriculus vernalis,Least Concern,Schedule-IV,X,X,-40.03309584,31.75085329,3.99292685,10.96134736,22.2023756,0.0393,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
376,Long-tailed Broadbill,Psarisomus dalhousiae,Least Concern,Schedule-IV,,X,NA,NA,7.396882336,22.19784538,9.1781077,0.0543,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
377,Blue-naped Pitta,Hydrornis nipalensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.7910551,0.0822,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
378,Indian Pitta,Pitta brachyura,Least Concern,Schedule-IV,X,X,-33.13807556,30.09383652,3.18673574,8.650379268,29.7478404,0.0726,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Local
379,Malabar Woodshrike,Tephrodornis sylvicola,Least Concern,Schedule-IV,X,X,-68.91143391,14.70720541,-3.956485201,7.296563652,9.0713591,0.0388,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
380,Large Woodshrike,Tephrodornis virgatus,Least Concern,Schedule-IV,X,X,-7.675063883,79.32312435,2.69426347,17.35063571,14.5949752,0.0879,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
381,Common Woodshrike,Tephrodornis pondicerianus,Least Concern,Schedule-IV,X,X,-62.09537316,6.985131797,-5.850823067,2.669499732,135.046883,0.12,Strong Decline,Strong Decline,Very Large,High,Trends,Resident
